user_id,nama,ratings
620,Agro Tourism Bhumi Merapi,4
620,Agro Tourism Bhumi Merapi,2
622,Agro Tourism Bhumi Merapi,3
626,Agro Tourism Bhumi Merapi,2
657,Agro Tourism Bhumi Merapi,5
694,Agro Tourism Bhumi Merapi,1
695,Agro Tourism Bhumi Merapi,2
717,Agro Tourism Bhumi Merapi,5
732,Agro Tourism Bhumi Merapi,2
736,Agro Tourism Bhumi Merapi,5
751,Agro Tourism Bhumi Merapi,1
763,Agro Tourism Bhumi Merapi,4
775,Agro Tourism Bhumi Merapi,4
789,Agro Tourism Bhumi Merapi,4
792,Agro Tourism Bhumi Merapi,2
796,Agro Tourism Bhumi Merapi,2
807,Agro Tourism Bhumi Merapi,1
809,Agro Tourism Bhumi Merapi,4
810,Agro Tourism Bhumi Merapi,1
812,Agro Tourism Bhumi Merapi,3
825,Agro Tourism Bhumi Merapi,4
834,Agro Tourism Bhumi Merapi,5
837,Agro Tourism Bhumi Merapi,4
851,Agro Tourism Bhumi Merapi,1
856,Agro Tourism Bhumi Merapi,3
856,Agro Tourism Bhumi Merapi,1
865,Agro Tourism Bhumi Merapi,3
890,Agro Tourism Bhumi Merapi,4
891,Agro Tourism Bhumi Merapi,1
901,Agro Tourism Bhumi Merapi,4
902,Agro Tourism Bhumi Merapi,5
908,Agro Tourism Bhumi Merapi,1
908,Agro Tourism Bhumi Merapi,4
918,Agro Tourism Bhumi Merapi,1
921,Agro Tourism Bhumi Merapi,1
927,Agro Tourism Bhumi Merapi,3
954,Agro Tourism Bhumi Merapi,5
961,Agro Tourism Bhumi Merapi,4
969,Agro Tourism Bhumi Merapi,4
971,Agro Tourism Bhumi Merapi,4
972,Agro Tourism Bhumi Merapi,3
978,Agro Tourism Bhumi Merapi,4
986,Agro Tourism Bhumi Merapi,4
996,Agro Tourism Bhumi Merapi,3
997,Agro Tourism Bhumi Merapi,3
1,Kids Fun Galleria Mall,4
17,Kids Fun Galleria Mall,3
21,Kids Fun Galleria Mall,1
34,Kids Fun Galleria Mall,1
36,Kids Fun Galleria Mall,1
36,Kids Fun Galleria Mall,1
70,Kids Fun Galleria Mall,1
82,Kids Fun Galleria Mall,2
98,Kids Fun Galleria Mall,3
130,Kids Fun Galleria Mall,4
141,Kids Fun Galleria Mall,5
164,Kids Fun Galleria Mall,2
172,Kids Fun Galleria Mall,4
177,Kids Fun Galleria Mall,2
182,Kids Fun Galleria Mall,3
192,Kids Fun Galleria Mall,4
200,Kids Fun Galleria Mall,5
209,Kids Fun Galleria Mall,3
227,Kids Fun Galleria Mall,5
228,Kids Fun Galleria Mall,3
230,Kids Fun Galleria Mall,3
252,Kids Fun Galleria Mall,4
255,Kids Fun Galleria Mall,4
276,Kids Fun Galleria Mall,2
279,Kids Fun Galleria Mall,2
279,Kids Fun Galleria Mall,1
284,Kids Fun Galleria Mall,5
286,Kids Fun Galleria Mall,1
295,Kids Fun Galleria Mall,2
303,Kids Fun Galleria Mall,2
303,Kids Fun Galleria Mall,3
308,Kids Fun Galleria Mall,5
309,Kids Fun Galleria Mall,5
312,Kids Fun Galleria Mall,2
320,Kids Fun Galleria Mall,5
321,Kids Fun Galleria Mall,3
385,Kids Fun Galleria Mall,5
425,Kids Fun Galleria Mall,1
426,Kids Fun Galleria Mall,3
428,Kids Fun Galleria Mall,2
429,Kids Fun Galleria Mall,4
431,Kids Fun Galleria Mall,3
447,Kids Fun Galleria Mall,2
447,Kids Fun Galleria Mall,5
450,Kids Fun Galleria Mall,3
456,Kids Fun Galleria Mall,2
476,Kids Fun Galleria Mall,3
482,Kids Fun Galleria Mall,3
496,Kids Fun Galleria Mall,5
508,Kids Fun Galleria Mall,4
516,Kids Fun Galleria Mall,5
520,Kids Fun Galleria Mall,5
539,Kids Fun Galleria Mall,1
558,Kids Fun Galleria Mall,5
567,Kids Fun Galleria Mall,3
574,Kids Fun Galleria Mall,3
579,Kids Fun Galleria Mall,3
583,Kids Fun Galleria Mall,2
589,Kids Fun Galleria Mall,2
591,Kids Fun Galleria Mall,3
593,Kids Fun Galleria Mall,2
596,Kids Fun Galleria Mall,4
598,Kids Fun Galleria Mall,4
602,Kids Fun Galleria Mall,3
624,Kids Fun Galleria Mall,4
629,Kids Fun Galleria Mall,4
646,Kids Fun Galleria Mall,2
657,Kids Fun Galleria Mall,1
675,Kids Fun Galleria Mall,1
676,Kids Fun Galleria Mall,1
684,Kids Fun Galleria Mall,3
684,Kids Fun Galleria Mall,2
688,Kids Fun Galleria Mall,5
690,Kids Fun Galleria Mall,1
690,Kids Fun Galleria Mall,2
697,Kids Fun Galleria Mall,2
698,Kids Fun Galleria Mall,2
715,Kids Fun Galleria Mall,1
716,Kids Fun Galleria Mall,1
724,Kids Fun Galleria Mall,2
730,Kids Fun Galleria Mall,2
753,Kids Fun Galleria Mall,4
769,Kids Fun Galleria Mall,2
774,Kids Fun Galleria Mall,5
786,Kids Fun Galleria Mall,1
790,Kids Fun Galleria Mall,3
795,Kids Fun Galleria Mall,2
816,Kids Fun Galleria Mall,4
818,Kids Fun Galleria Mall,5
821,Kids Fun Galleria Mall,1
824,Kids Fun Galleria Mall,2
866,Kids Fun Galleria Mall,4
885,Kids Fun Galleria Mall,2
885,Kids Fun Galleria Mall,5
891,Kids Fun Galleria Mall,1
892,Kids Fun Galleria Mall,3
895,Kids Fun Galleria Mall,3
904,Kids Fun Galleria Mall,1
906,Kids Fun Galleria Mall,5
916,Kids Fun Galleria Mall,2
917,Kids Fun Galleria Mall,2
941,Kids Fun Galleria Mall,3
984,Kids Fun Galleria Mall,3
994,Kids Fun Galleria Mall,1
1,Gembira Loka Zoo,4
17,Gembira Loka Zoo,5
22,Gembira Loka Zoo,5
38,Gembira Loka Zoo,4
59,Gembira Loka Zoo,2
60,Gembira Loka Zoo,3
62,Gembira Loka Zoo,4
65,Gembira Loka Zoo,4
71,Gembira Loka Zoo,5
77,Gembira Loka Zoo,3
78,Gembira Loka Zoo,1
92,Gembira Loka Zoo,4
94,Gembira Loka Zoo,5
107,Gembira Loka Zoo,4
126,Gembira Loka Zoo,3
145,Gembira Loka Zoo,3
148,Gembira Loka Zoo,1
151,Gembira Loka Zoo,1
170,Gembira Loka Zoo,4
173,Gembira Loka Zoo,3
174,Gembira Loka Zoo,4
191,Gembira Loka Zoo,4
209,Gembira Loka Zoo,2
228,Gembira Loka Zoo,4
228,Gembira Loka Zoo,1
244,Gembira Loka Zoo,4
245,Gembira Loka Zoo,4
245,Gembira Loka Zoo,4
245,Gembira Loka Zoo,4
251,Gembira Loka Zoo,2
256,Gembira Loka Zoo,3
256,Gembira Loka Zoo,2
258,Gembira Loka Zoo,4
261,Gembira Loka Zoo,4
266,Gembira Loka Zoo,2
267,Gembira Loka Zoo,2
269,Gembira Loka Zoo,3
273,Gembira Loka Zoo,5
275,Gembira Loka Zoo,2
276,Gembira Loka Zoo,1
294,Gembira Loka Zoo,5
296,Gembira Loka Zoo,4
296,Gembira Loka Zoo,3
312,Gembira Loka Zoo,1
325,Gembira Loka Zoo,2
332,Gembira Loka Zoo,1
345,Gembira Loka Zoo,4
359,Gembira Loka Zoo,2
363,Gembira Loka Zoo,2
370,Gembira Loka Zoo,5
387,Gembira Loka Zoo,5
450,Gembira Loka Zoo,1
454,Gembira Loka Zoo,3
462,Gembira Loka Zoo,1
467,Gembira Loka Zoo,2
478,Gembira Loka Zoo,4
486,Gembira Loka Zoo,1
513,Gembira Loka Zoo,4
526,Gembira Loka Zoo,4
550,Gembira Loka Zoo,3
551,Gembira Loka Zoo,5
554,Gembira Loka Zoo,2
557,Gembira Loka Zoo,5
558,Gembira Loka Zoo,5
569,Gembira Loka Zoo,2
576,Gembira Loka Zoo,4
585,Gembira Loka Zoo,2
595,Gembira Loka Zoo,1
596,Gembira Loka Zoo,5
599,Gembira Loka Zoo,5
602,Gembira Loka Zoo,1
620,Gembira Loka Zoo,2
625,Gembira Loka Zoo,3
638,Gembira Loka Zoo,1
641,Gembira Loka Zoo,3
644,Gembira Loka Zoo,4
644,Gembira Loka Zoo,2
649,Gembira Loka Zoo,1
650,Gembira Loka Zoo,1
652,Gembira Loka Zoo,2
657,Gembira Loka Zoo,4
658,Gembira Loka Zoo,5
672,Gembira Loka Zoo,5
704,Gembira Loka Zoo,3
710,Gembira Loka Zoo,4
721,Gembira Loka Zoo,5
726,Gembira Loka Zoo,4
727,Gembira Loka Zoo,3
733,Gembira Loka Zoo,1
745,Gembira Loka Zoo,3
752,Gembira Loka Zoo,3
754,Gembira Loka Zoo,1
755,Gembira Loka Zoo,2
760,Gembira Loka Zoo,4
777,Gembira Loka Zoo,2
792,Gembira Loka Zoo,1
792,Gembira Loka Zoo,5
797,Gembira Loka Zoo,1
799,Gembira Loka Zoo,2
814,Gembira Loka Zoo,4
814,Gembira Loka Zoo,2
827,Gembira Loka Zoo,3
851,Gembira Loka Zoo,2
851,Gembira Loka Zoo,2
852,Gembira Loka Zoo,2
854,Gembira Loka Zoo,5
870,Gembira Loka Zoo,5
871,Gembira Loka Zoo,4
886,Gembira Loka Zoo,1
895,Gembira Loka Zoo,4
927,Gembira Loka Zoo,3
931,Gembira Loka Zoo,3
953,Gembira Loka Zoo,1
979,Gembira Loka Zoo,3
981,Gembira Loka Zoo,5
985,Gembira Loka Zoo,1
994,Gembira Loka Zoo,3
1,Situs Warungboto,1
13,Situs Warungboto,1
14,Situs Warungboto,1
20,Situs Warungboto,3
26,Situs Warungboto,5
30,Situs Warungboto,1
38,Situs Warungboto,4
62,Situs Warungboto,3
63,Situs Warungboto,2
67,Situs Warungboto,3
70,Situs Warungboto,5
71,Situs Warungboto,1
79,Situs Warungboto,3
88,Situs Warungboto,3
95,Situs Warungboto,1
99,Situs Warungboto,5
102,Situs Warungboto,5
117,Situs Warungboto,2
117,Situs Warungboto,1
128,Situs Warungboto,4
129,Situs Warungboto,1
156,Situs Warungboto,5
172,Situs Warungboto,5
173,Situs Warungboto,1
181,Situs Warungboto,2
185,Situs Warungboto,2
188,Situs Warungboto,4
197,Situs Warungboto,2
206,Situs Warungboto,5
213,Situs Warungboto,3
218,Situs Warungboto,1
227,Situs Warungboto,1
247,Situs Warungboto,3
261,Situs Warungboto,2
270,Situs Warungboto,4
270,Situs Warungboto,4
286,Situs Warungboto,1
305,Situs Warungboto,4
329,Situs Warungboto,1
330,Situs Warungboto,3
337,Situs Warungboto,3
342,Situs Warungboto,2
348,Situs Warungboto,2
369,Situs Warungboto,4
371,Situs Warungboto,3
373,Situs Warungboto,1
375,Situs Warungboto,4
386,Situs Warungboto,4
389,Situs Warungboto,5
394,Situs Warungboto,2
399,Situs Warungboto,4
406,Situs Warungboto,2
412,Situs Warungboto,5
412,Situs Warungboto,2
412,Situs Warungboto,2
418,Situs Warungboto,4
419,Situs Warungboto,3
421,Situs Warungboto,3
437,Situs Warungboto,4
442,Situs Warungboto,5
443,Situs Warungboto,3
452,Situs Warungboto,5
460,Situs Warungboto,3
469,Situs Warungboto,3
474,Situs Warungboto,3
483,Situs Warungboto,4
536,Situs Warungboto,1
553,Situs Warungboto,2
553,Situs Warungboto,4
557,Situs Warungboto,5
561,Situs Warungboto,3
561,Situs Warungboto,5
577,Situs Warungboto,2
582,Situs Warungboto,4
596,Situs Warungboto,5
598,Situs Warungboto,5
627,Situs Warungboto,3
629,Situs Warungboto,1
638,Situs Warungboto,5
644,Situs Warungboto,5
646,Situs Warungboto,1
660,Situs Warungboto,3
660,Situs Warungboto,5
662,Situs Warungboto,2
664,Situs Warungboto,2
685,Situs Warungboto,5
688,Situs Warungboto,2
688,Situs Warungboto,2
696,Situs Warungboto,5
700,Situs Warungboto,1
706,Situs Warungboto,1
711,Situs Warungboto,2
711,Situs Warungboto,2
719,Situs Warungboto,3
722,Situs Warungboto,1
724,Situs Warungboto,2
737,Situs Warungboto,3
752,Situs Warungboto,5
755,Situs Warungboto,1
758,Situs Warungboto,4
759,Situs Warungboto,1
768,Situs Warungboto,3
792,Situs Warungboto,2
794,Situs Warungboto,3
802,Situs Warungboto,4
808,Situs Warungboto,4
809,Situs Warungboto,1
817,Situs Warungboto,2
830,Situs Warungboto,4
838,Situs Warungboto,3
845,Situs Warungboto,4
845,Situs Warungboto,4
845,Situs Warungboto,5
860,Situs Warungboto,5
863,Situs Warungboto,4
884,Situs Warungboto,1
908,Situs Warungboto,4
914,Situs Warungboto,3
919,Situs Warungboto,3
927,Situs Warungboto,3
927,Situs Warungboto,3
933,Situs Warungboto,5
937,Situs Warungboto,5
940,Situs Warungboto,5
947,Situs Warungboto,2
975,Situs Warungboto,5
978,Situs Warungboto,1
1,Air Terjun Kedung Pedut,4
2,Air Terjun Kedung Pedut,2
12,Air Terjun Kedung Pedut,1
32,Air Terjun Kedung Pedut,4
38,Air Terjun Kedung Pedut,2
39,Air Terjun Kedung Pedut,1
41,Air Terjun Kedung Pedut,3
44,Air Terjun Kedung Pedut,5
78,Air Terjun Kedung Pedut,4
81,Air Terjun Kedung Pedut,4
99,Air Terjun Kedung Pedut,3
105,Air Terjun Kedung Pedut,2
108,Air Terjun Kedung Pedut,2
125,Air Terjun Kedung Pedut,3
164,Air Terjun Kedung Pedut,5
186,Air Terjun Kedung Pedut,4
186,Air Terjun Kedung Pedut,3
192,Air Terjun Kedung Pedut,5
196,Air Terjun Kedung Pedut,1
210,Air Terjun Kedung Pedut,5
210,Air Terjun Kedung Pedut,2
222,Air Terjun Kedung Pedut,2
223,Air Terjun Kedung Pedut,5
225,Air Terjun Kedung Pedut,4
233,Air Terjun Kedung Pedut,2
240,Air Terjun Kedung Pedut,5
244,Air Terjun Kedung Pedut,1
245,Air Terjun Kedung Pedut,2
253,Air Terjun Kedung Pedut,2
257,Air Terjun Kedung Pedut,4
271,Air Terjun Kedung Pedut,1
282,Air Terjun Kedung Pedut,1
287,Air Terjun Kedung Pedut,4
296,Air Terjun Kedung Pedut,5
306,Air Terjun Kedung Pedut,4
311,Air Terjun Kedung Pedut,2
312,Air Terjun Kedung Pedut,2
334,Air Terjun Kedung Pedut,1
363,Air Terjun Kedung Pedut,2
365,Air Terjun Kedung Pedut,5
376,Air Terjun Kedung Pedut,1
382,Air Terjun Kedung Pedut,1
387,Air Terjun Kedung Pedut,3
393,Air Terjun Kedung Pedut,1
419,Air Terjun Kedung Pedut,4
426,Air Terjun Kedung Pedut,5
428,Air Terjun Kedung Pedut,4
451,Air Terjun Kedung Pedut,2
479,Air Terjun Kedung Pedut,5
482,Air Terjun Kedung Pedut,5
505,Air Terjun Kedung Pedut,4
524,Air Terjun Kedung Pedut,2
526,Air Terjun Kedung Pedut,3
545,Air Terjun Kedung Pedut,3
558,Air Terjun Kedung Pedut,1
572,Air Terjun Kedung Pedut,1
583,Air Terjun Kedung Pedut,1
611,Air Terjun Kedung Pedut,2
611,Air Terjun Kedung Pedut,1
612,Air Terjun Kedung Pedut,1
625,Air Terjun Kedung Pedut,2
630,Air Terjun Kedung Pedut,2
634,Air Terjun Kedung Pedut,4
643,Air Terjun Kedung Pedut,5
645,Air Terjun Kedung Pedut,2
648,Air Terjun Kedung Pedut,2
673,Air Terjun Kedung Pedut,4
676,Air Terjun Kedung Pedut,4
698,Air Terjun Kedung Pedut,2
705,Air Terjun Kedung Pedut,4
706,Air Terjun Kedung Pedut,3
719,Air Terjun Kedung Pedut,3
735,Air Terjun Kedung Pedut,1
737,Air Terjun Kedung Pedut,1
739,Air Terjun Kedung Pedut,2
741,Air Terjun Kedung Pedut,1
743,Air Terjun Kedung Pedut,4
747,Air Terjun Kedung Pedut,1
750,Air Terjun Kedung Pedut,1
762,Air Terjun Kedung Pedut,2
769,Air Terjun Kedung Pedut,5
769,Air Terjun Kedung Pedut,4
774,Air Terjun Kedung Pedut,4
776,Air Terjun Kedung Pedut,5
790,Air Terjun Kedung Pedut,2
828,Air Terjun Kedung Pedut,2
833,Air Terjun Kedung Pedut,4
843,Air Terjun Kedung Pedut,2
854,Air Terjun Kedung Pedut,4
861,Air Terjun Kedung Pedut,2
876,Air Terjun Kedung Pedut,1
876,Air Terjun Kedung Pedut,1
880,Air Terjun Kedung Pedut,4
893,Air Terjun Kedung Pedut,2
906,Air Terjun Kedung Pedut,2
907,Air Terjun Kedung Pedut,3
948,Air Terjun Kedung Pedut,1
973,Air Terjun Kedung Pedut,1
976,Air Terjun Kedung Pedut,4
978,Air Terjun Kedung Pedut,4
1,Candi Ijo,5
17,Candi Ijo,5
21,Candi Ijo,3
27,Candi Ijo,2
41,Candi Ijo,3
46,Candi Ijo,3
47,Candi Ijo,4
54,Candi Ijo,5
57,Candi Ijo,2
104,Candi Ijo,2
125,Candi Ijo,2
135,Candi Ijo,2
142,Candi Ijo,5
158,Candi Ijo,3
165,Candi Ijo,2
169,Candi Ijo,1
182,Candi Ijo,2
193,Candi Ijo,5
207,Candi Ijo,5
216,Candi Ijo,2
226,Candi Ijo,1
228,Candi Ijo,2
228,Candi Ijo,5
237,Candi Ijo,1
275,Candi Ijo,2
277,Candi Ijo,4
287,Candi Ijo,1
289,Candi Ijo,4
304,Candi Ijo,4
305,Candi Ijo,5
307,Candi Ijo,4
309,Candi Ijo,3
324,Candi Ijo,5
337,Candi Ijo,4
340,Candi Ijo,4
350,Candi Ijo,5
361,Candi Ijo,1
365,Candi Ijo,5
368,Candi Ijo,2
369,Candi Ijo,5
376,Candi Ijo,2
388,Candi Ijo,4
394,Candi Ijo,4
394,Candi Ijo,2
402,Candi Ijo,1
410,Candi Ijo,4
431,Candi Ijo,2
433,Candi Ijo,3
437,Candi Ijo,2
446,Candi Ijo,2
449,Candi Ijo,5
466,Candi Ijo,3
477,Candi Ijo,2
486,Candi Ijo,2
490,Candi Ijo,1
496,Candi Ijo,5
498,Candi Ijo,5
510,Candi Ijo,3
531,Candi Ijo,3
544,Candi Ijo,1
582,Candi Ijo,2
582,Candi Ijo,2
584,Candi Ijo,4
613,Candi Ijo,5
622,Candi Ijo,1
629,Candi Ijo,5
632,Candi Ijo,1
635,Candi Ijo,1
637,Candi Ijo,4
656,Candi Ijo,4
659,Candi Ijo,1
682,Candi Ijo,5
686,Candi Ijo,5
703,Candi Ijo,3
705,Candi Ijo,1
717,Candi Ijo,3
754,Candi Ijo,1
756,Candi Ijo,4
772,Candi Ijo,2
775,Candi Ijo,3
786,Candi Ijo,3
790,Candi Ijo,2
790,Candi Ijo,1
799,Candi Ijo,5
806,Candi Ijo,5
808,Candi Ijo,5
815,Candi Ijo,3
822,Candi Ijo,3
826,Candi Ijo,2
852,Candi Ijo,5
852,Candi Ijo,4
861,Candi Ijo,4
870,Candi Ijo,4
907,Candi Ijo,3
913,Candi Ijo,1
933,Candi Ijo,2
945,Candi Ijo,1
949,Candi Ijo,5
954,Candi Ijo,1
960,Candi Ijo,5
966,Candi Ijo,4
971,Candi Ijo,4
981,Candi Ijo,4
988,Candi Ijo,3
1,Balong Waterpark,2
10,Balong Waterpark,1
48,Balong Waterpark,3
49,Balong Waterpark,2
68,Balong Waterpark,3
69,Balong Waterpark,5
86,Balong Waterpark,5
92,Balong Waterpark,1
136,Balong Waterpark,5
144,Balong Waterpark,1
147,Balong Waterpark,1
161,Balong Waterpark,1
176,Balong Waterpark,1
177,Balong Waterpark,4
184,Balong Waterpark,2
203,Balong Waterpark,5
212,Balong Waterpark,3
261,Balong Waterpark,3
262,Balong Waterpark,2
265,Balong Waterpark,3
311,Balong Waterpark,2
312,Balong Waterpark,4
329,Balong Waterpark,1
343,Balong Waterpark,4
350,Balong Waterpark,2
372,Balong Waterpark,4
379,Balong Waterpark,3
386,Balong Waterpark,2
403,Balong Waterpark,1
410,Balong Waterpark,4
421,Balong Waterpark,3
430,Balong Waterpark,1
433,Balong Waterpark,3
435,Balong Waterpark,5
437,Balong Waterpark,1
442,Balong Waterpark,2
449,Balong Waterpark,5
452,Balong Waterpark,3
453,Balong Waterpark,4
462,Balong Waterpark,5
466,Balong Waterpark,3
473,Balong Waterpark,2
480,Balong Waterpark,5
495,Balong Waterpark,4
496,Balong Waterpark,1
499,Balong Waterpark,4
500,Balong Waterpark,5
507,Balong Waterpark,4
515,Balong Waterpark,3
526,Balong Waterpark,1
546,Balong Waterpark,3
549,Balong Waterpark,1
566,Balong Waterpark,5
595,Balong Waterpark,1
602,Balong Waterpark,5
608,Balong Waterpark,1
619,Balong Waterpark,5
654,Balong Waterpark,2
677,Balong Waterpark,2
681,Balong Waterpark,4
684,Balong Waterpark,4
696,Balong Waterpark,4
701,Balong Waterpark,1
708,Balong Waterpark,5
713,Balong Waterpark,4
717,Balong Waterpark,3
775,Balong Waterpark,5
777,Balong Waterpark,4
785,Balong Waterpark,1
787,Balong Waterpark,1
787,Balong Waterpark,1
787,Balong Waterpark,3
790,Balong Waterpark,2
801,Balong Waterpark,4
806,Balong Waterpark,1
819,Balong Waterpark,1
821,Balong Waterpark,3
834,Balong Waterpark,1
839,Balong Waterpark,4
841,Balong Waterpark,3
866,Balong Waterpark,5
874,Balong Waterpark,5
884,Balong Waterpark,1
896,Balong Waterpark,1
910,Balong Waterpark,1
913,Balong Waterpark,5
942,Balong Waterpark,3
942,Balong Waterpark,5
955,Balong Waterpark,2
970,Balong Waterpark,1
980,Balong Waterpark,2
987,Balong Waterpark,4
995,Balong Waterpark,5
1,Wisata Telaga Potorono,5
2,Wisata Telaga Potorono,5
11,Wisata Telaga Potorono,3
12,Wisata Telaga Potorono,3
13,Wisata Telaga Potorono,4
77,Wisata Telaga Potorono,3
81,Wisata Telaga Potorono,4
85,Wisata Telaga Potorono,1
100,Wisata Telaga Potorono,1
105,Wisata Telaga Potorono,3
109,Wisata Telaga Potorono,2
133,Wisata Telaga Potorono,5
137,Wisata Telaga Potorono,4
140,Wisata Telaga Potorono,2
149,Wisata Telaga Potorono,5
166,Wisata Telaga Potorono,4
174,Wisata Telaga Potorono,1
